	Name	M1	M1_atom_number	M2	M2_atom_number	M3	M3_atom_number	Support 	Support_ID	M2_mol	M3_mol	M1_mol%	M2_mol%	M3_mol%	Temp	Total_flow	Ar_flow	CH4_flow	O2_flow	CT	CH4/O2	CH4_conv	C2y	C2H6y	C2H4y	COy	CO2y	C2s	C2H6s	C2H4s	COs	CO2s	BET_surface_area	rate_constant	radii_M1	radii_M2	radii_M3	chi_M1	chi_M2	chi_M3
9350	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	850	20	14.0	4.0	2.0	0.38	2	31.42	4.46	2.2	2.26	16.59	6.85	14.19	7.0	7.19	52.8	21.8	150.0	0.12006625796388304	nan	nan	nan	nan	nan	nan
9351	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	850	10	7.0	2.3	0.8	0.75	3	22.76	3.17	1.63	1.54	13.84	3.91	13.93	7.16	6.77	60.81	17.18	150.0	0.0429510964862021	nan	nan	nan	nan	nan	nan
9352	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	850	15	10.5	3.4	1.1	0.5	3	21.91	3.61	2.12	1.49	11.54	4.84	16.48	9.68	6.8	52.67	22.09	150.0	0.07353544838442921	nan	nan	nan	nan	nan	nan
9353	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	850	20	14.0	4.5	1.5	0.38	3	19.44	5.01	1.99	3.02	8.04	3.27	25.77	10.24	15.53	41.36	16.82	150.0	0.13525937654210612	nan	nan	nan	nan	nan	nan
9354	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	850	10	7.0	2.4	0.6	0.75	4	19.29	3.62	1.7	1.92	9.51	2.94	18.77	8.81	9.95	49.3	15.24	150.0	0.04916196636787293	nan	nan	nan	nan	nan	nan
9355	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	850	15	10.5	3.6	0.9	0.5	4	14.83	3.33	1.77	1.56	6.24	2.96	22.45	11.94	10.52	42.08	19.96	150.0	0.06773413902315462	nan	nan	nan	nan	nan	nan
9356	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	850	20	14.0	4.8	1.2	0.38	4	12.79	4.19	1.89	2.3	4.21	2.2	32.76	14.78	17.98	32.92	17.2	150.0	0.11263979559291959	nan	nan	nan	nan	nan	nan
9357	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	850	10	7.0	2.6	0.4	0.75	6	11.84	3.4	1.67	1.73	5.98	2.08	28.72	14.1	14.61	50.51	17.57	150.0	0.04612192635949212	nan	nan	nan	nan	nan	nan
9358	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	850	15	10.5	3.9	0.6	0.5	6	11.99	2.69	1.61	1.08	4.14	1.85	22.44	13.43	9.01	34.53	15.43	150.0	0.054536854308387554	nan	nan	nan	nan	nan	nan
9359	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	850	20	14.0	5.1	0.9	0.38	6	9.32	3.02	1.51	1.51	3.14	1.38	32.4	16.2	16.2	33.69	14.81	150.0	0.08069845871285566	nan	nan	nan	nan	nan	nan
9360	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	800	10	1.5	5.7	2.8	0.75	2	32.93	5.46	1.19	4.27	22.43	5.82	16.58	3.61	12.97	68.11	17.67	150.0	0.07486288083066807	nan	nan	nan	nan	nan	nan
9361	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	800	15	2.3	8.5	4.3	0.5	2	30.33	5.69	1.54	4.15	23.14	5.84	18.76	5.08	13.68	76.29	19.25	150.0	0.11716591486459574	nan	nan	nan	nan	nan	nan
9362	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	800	20	3.0	11.3	5.7	0.38	2	33.72	5.33	1.73	3.6	22.32	5.65	15.81	5.13	10.68	66.19	16.76	150.0	0.14413954170339877	nan	nan	nan	nan	nan	nan
9363	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	800	10	1.5	6.4	2.1	0.75	3	22.32	4.45	1.32	3.13	15.37	3.04	19.94	5.91	14.02	68.86	13.62	150.0	0.0606940204024124	nan	nan	nan	nan	nan	nan
9364	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	800	15	2.3	9.6	3.2	0.5	3	20.89	4.18	1.75	2.43	15.32	3.04	20.01	8.38	11.63	73.34	14.55	150.0	0.08539750906623049	nan	nan	nan	nan	nan	nan
9365	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	800	20	3.0	12.8	4.3	0.38	3	22.09	3.61	2.12	1.49	13.75	3.48	16.34	9.6	6.75	62.25	15.75	150.0	0.09675716892688055	nan	nan	nan	nan	nan	nan
9366	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	800	10	1.5	6.8	1.7	0.75	4	16.42	3.5	1.4	2.1	11.55	2.05	21.32	8.53	12.79	70.34	12.48	150.0	0.04750290352420155	nan	nan	nan	nan	nan	nan
9367	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	800	15	2.3	10.2	2.6	0.5	4	16.64	3.12	2.01	1.11	10.58	2.64	18.75	12.08	6.67	63.58	15.87	150.0	0.06339417348650912	nan	nan	nan	nan	nan	nan
9368	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	800	20	3.0	13.6	3.4	0.38	4	14.05	5.05	2.09	2.96	6.5	2.58	35.94	14.88	21.07	46.26	18.36	150.0	0.13636775981525387	nan	nan	nan	nan	nan	nan
9369	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	800	10	1.5	7.3	1.2	0.75	6	12.12	2.92	1.62	1.3	7.13	1.57	24.09	13.37	10.73	58.83	12.95	150.0	0.03951307350625432	nan	nan	nan	nan	nan	nan
9370	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	800	15	2.3	10.9	1.8	0.5	6	10.5	3.68	1.85	1.83	4.19	1.84	35.05	17.62	17.43	39.9	17.52	150.0	0.07498840885516081	nan	nan	nan	nan	nan	nan
9371	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	800	20	3.0	14.6	2.4	0.38	6	7.24	4.09	1.75	2.34	2.43	1.02	56.49	24.17	32.32	33.56	14.09	150.0	0.10989456381113592	nan	nan	nan	nan	nan	nan
9372	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	800	10	4.0	4.0	2.0	0.75	2	31.34	4.07	1.37	2.7	22.97	5.74	12.99	4.37	8.62	73.29	18.32	150.0	0.05540190287764682	nan	nan	nan	nan	nan	nan
9373	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	800	15	6.0	6.0	3.0	0.5	2	31.0	3.6	2.0	1.6	21.08	5.89	11.61	6.45	5.16	68.0	19.0	150.0	0.07332796874318294	nan	nan	nan	nan	nan	nan
9374	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	800	20	8.0	8.0	4.0	0.38	2	29.19	5.1	2.17	2.93	16.91	5.74	17.47	7.43	10.04	57.93	19.66	150.0	0.13775389571634009	nan	nan	nan	nan	nan	nan
9375	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	800	10	4.0	4.5	1.5	0.75	3	22.68	3.55	1.77	1.78	14.42	3.5	15.65	7.8	7.85	63.58	15.43	150.0	0.04819392884847101	nan	nan	nan	nan	nan	nan
9376	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	800	15	6.0	6.8	2.3	0.5	3	18.98	5.21	2.22	2.99	9.18	3.95	27.45	11.7	15.75	48.37	20.81	150.0	0.10701253504628233	nan	nan	nan	nan	nan	nan
9377	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	800	20	8.0	9.0	3.0	0.38	3	14.44	6.27	2.17	4.1	5.67	2.3	43.42	15.03	28.39	39.27	15.93	150.0	0.170399676920255	nan	nan	nan	nan	nan	nan
9378	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	800	10	4.0	4.8	1.2	0.75	4	16.21	3.26	1.86	1.4	10.44	2.76	20.11	11.47	8.64	64.4	17.03	150.0	0.04419095812433891	nan	nan	nan	nan	nan	nan
9379	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	800	15	6.0	7.2	1.8	0.5	4	11.44	4.75	2.0	2.75	5.07	2.84	41.52	17.48	24.04	44.32	24.83	150.0	0.09733034396256202	nan	nan	nan	nan	nan	nan
9380	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	800	20	8.0	9.6	2.4	0.38	4	8.27	4.66	1.94	2.72	3.38	1.28	56.35	23.46	32.89	40.87	15.48	150.0	0.12558088476687296	nan	nan	nan	nan	nan	nan
9381	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	800	10	4.0	5.1	0.9	0.75	6	8.23	2.9	1.71	1.19	4.7	2.04	35.24	20.78	14.46	57.11	24.79	150.0	0.03923841425441622	nan	nan	nan	nan	nan	nan
9382	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	800	15	6.0	7.7	1.3	0.5	6	5.19	3.43	1.57	1.86	2.31	1.17	66.09	30.25	35.84	44.51	22.54	150.0	0.06980410401852975	nan	nan	nan	nan	nan	nan
9383	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	800	20	8.0	10.3	1.7	0.38	6	5.12	2.81	1.46	1.35	1.54	0.68	54.88	28.52	26.37	30.08	13.28	150.0	0.07500621177029514	nan	nan	nan	nan	nan	nan
9384	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	800	10	7.0	2.0	1.0	0.75	2	20.49	6.01	2.11	3.9	9.54	4.82	29.33	10.3	19.03	46.56	23.52	150.0	0.08264238980784182	nan	nan	nan	nan	nan	nan
9385	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	800	15	10.5	3.0	1.5	0.5	2	16.6	4.44	1.91	2.53	6.19	2.15	26.75	11.51	15.24	37.29	12.95	150.0	0.09083172706096515	nan	nan	nan	nan	nan	nan
9386	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	800	20	14.0	4.0	2.0	0.38	2	10.62	3.79	1.83	1.96	4.21	1.64	35.69	17.23	18.46	39.64	15.44	150.0	0.10167600951294256	nan	nan	nan	nan	nan	nan
9387	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	800	10	7.0	2.3	0.8	0.75	3	10.97	4.22	1.89	2.33	5.1	2.42	38.47	17.23	21.24	46.49	22.06	150.0	0.05748838809817077	nan	nan	nan	nan	nan	nan
9388	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	800	15	10.5	3.4	1.1	0.5	3	6.16	2.97	1.5	1.47	2.99	1.5	48.21	24.35	23.86	48.54	24.35	150.0	0.06029995390176644	nan	nan	nan	nan	nan	nan
9389	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	800	20	14.0	4.5	1.5	0.38	3	6.82	2.42	1.3	1.12	2.57	1.16	35.48	19.06	16.42	37.68	17.01	150.0	0.06446745158000061	nan	nan	nan	nan	nan	nan
9390	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	800	10	7.0	2.4	0.6	0.75	4	8.32	3.09	1.42	1.67	3.74	1.73	37.14	17.07	20.07	44.95	20.79	150.0	0.04184996432217697	nan	nan	nan	nan	nan	nan
9391	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	800	15	10.5	3.6	0.9	0.5	4	7.0	2.18	1.27	0.91	2.54	1.17	31.14	18.14	13.0	36.29	16.71	150.0	0.04408226175376056	nan	nan	nan	nan	nan	nan
9392	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	800	20	14.0	4.8	1.2	0.38	4	5.77	1.76	1.12	0.64	1.97	0.93	30.5	19.41	11.09	34.14	16.12	150.0	0.04672821470857628	nan	nan	nan	nan	nan	nan
9393	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	800	10	7.0	2.6	0.4	0.75	6	5.35	2.19	1.23	0.96	2.17	1.32	40.93	22.99	17.94	40.56	24.67	150.0	0.029524486247586478	nan	nan	nan	nan	nan	nan
9394	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	800	15	10.5	3.9	0.6	0.5	6	3.43	1.45	0.88	0.57	1.72	0.88	42.27	25.66	16.62	50.15	25.66	150.0	0.02921230477872423	nan	nan	nan	nan	nan	nan
9395	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	800	20	14.0	5.1	0.9	0.38	6	2.83	1.21	0.74	0.47	1.36	0.72	42.76	26.15	16.61	48.06	25.44	150.0	0.032036318241338846	nan	nan	nan	nan	nan	nan
9396	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	775	10	1.5	5.7	2.8	0.75	2	32.47	4.63	1.61	3.02	21.49	5.86	14.26	4.96	9.3	66.18	18.05	150.0	0.06320816319636047	nan	nan	nan	nan	nan	nan
9397	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	775	15	2.3	8.5	4.3	0.5	2	33.22	4.01	1.98	2.03	21.23	5.93	12.07	5.96	6.11	63.91	17.85	150.0	0.08185233322529167	nan	nan	nan	nan	nan	nan
9398	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	775	20	3.0	11.3	5.7	0.38	2	30.71	4.81	2.27	2.54	18.23	6.15	15.66	7.39	8.27	59.36	20.03	150.0	0.1297244519075724	nan	nan	nan	nan	nan	nan
9399	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	775	10	1.5	6.4	2.1	0.75	3	21.23	3.61	1.83	1.78	14.29	3.38	17.0	8.62	8.38	67.31	15.92	150.0	0.04902363225628614	nan	nan	nan	nan	nan	nan
9400	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	775	15	2.3	9.6	3.2	0.5	3	18.99	5.39	2.25	3.14	10.11	3.8	28.38	11.85	16.54	53.24	20.01	150.0	0.11081401454347689	nan	nan	nan	nan	nan	nan
9401	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	775	20	3.0	12.8	4.3	0.38	3	14.21	6.53	2.25	4.28	6.29	2.06	45.95	15.83	30.12	44.26	14.5	150.0	0.17770962314105088	nan	nan	nan	nan	nan	nan
9402	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	775	10	1.5	6.8	1.7	0.75	4	15.19	3.06	1.99	1.07	9.67	2.91	20.14	13.1	7.04	63.66	19.16	150.0	0.04143727409448186	nan	nan	nan	nan	nan	nan
9403	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	775	15	2.3	10.2	2.6	0.5	4	10.83	5.36	2.0	3.36	4.44	1.84	49.49	18.47	31.02	41.0	16.99	150.0	0.11017993263592002	nan	nan	nan	nan	nan	nan
9404	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	775	20	3.0	13.6	3.4	0.38	4	7.63	4.59	1.96	2.63	3.12	0.84	60.16	25.69	34.47	40.89	11.01	150.0	0.12364945059036019	nan	nan	nan	nan	nan	nan
9405	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	775	10	1.5	7.3	1.2	0.75	6	11.44	3.84	1.65	2.19	3.68	1.52	33.57	14.42	19.14	32.17	13.29	150.0	0.05220895360159188	nan	nan	nan	nan	nan	nan
9406	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	775	15	2.3	10.9	1.8	0.5	6	4.3	3.46	1.58	1.88	1.89	0.69	80.47	36.74	43.72	43.95	16.05	150.0	0.07042551151148897	nan	nan	nan	nan	nan	nan
9407	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	775	20	3.0	14.6	2.4	0.38	6	5.03	2.67	1.35	1.32	1.47	0.48	53.08	26.84	26.24	29.22	9.54	150.0	0.07121820934128703	nan	nan	nan	nan	nan	nan
9408	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	775	10	4.0	4.0	2.0	0.75	2	30.1	3.31	1.96	1.35	19.66	6.65	11.0	6.51	4.49	65.32	22.09	150.0	0.044880268656846946	nan	nan	nan	nan	nan	nan
9409	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	775	15	6.0	6.0	3.0	0.5	2	23.66	7.12	2.23	4.89	11.83	4.87	30.09	9.43	20.67	50.0	20.58	150.0	0.1477236971969107	nan	nan	nan	nan	nan	nan
9410	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	775	20	8.0	8.0	4.0	0.38	2	14.98	6.91	2.37	4.54	8.12	2.23	46.13	15.82	30.31	54.21	14.89	150.0	0.18843004963077045	nan	nan	nan	nan	nan	nan
9411	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	775	10	4.0	4.5	1.5	0.75	3	15.97	5.66	1.92	3.74	7.9	3.27	35.44	12.02	23.42	49.47	20.48	150.0	0.07768654417596765	nan	nan	nan	nan	nan	nan
9412	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	775	15	6.0	6.8	2.3	0.5	3	9.17	4.88	1.96	2.92	4.37	1.3	53.22	21.37	31.84	47.66	14.18	150.0	0.10006186721112986	nan	nan	nan	nan	nan	nan
9413	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	775	20	8.0	9.0	3.0	0.38	3	7.3	4.01	1.83	2.18	3.04	0.85	54.93	25.07	29.86	41.64	11.64	150.0	0.10770043845433115	nan	nan	nan	nan	nan	nan
9414	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	775	10	4.0	4.8	1.2	0.75	4	8.68	4.73	1.84	2.89	3.94	1.94	54.49	21.2	33.29	45.39	22.35	150.0	0.06460696035920449	nan	nan	nan	nan	nan	nan
9415	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	775	15	6.0	7.2	1.8	0.5	4	4.67	3.42	1.61	1.81	2.54	0.86	73.23	34.48	38.76	54.39	18.42	150.0	0.06959701108539108	nan	nan	nan	nan	nan	nan
9416	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	775	20	8.0	9.6	2.4	0.38	4	2.92	2.79	1.44	1.35	1.72	0.65	95.55	49.32	46.23	58.9	22.26	150.0	0.0744647346187205	nan	nan	nan	nan	nan	nan
9417	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	775	10	4.0	5.1	0.9	0.75	6	3.61	2.85	1.35	1.5	2.17	0.97	78.95	37.4	41.55	60.11	26.87	150.0	0.038552013552856326	nan	nan	nan	nan	nan	nan
9418	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	775	15	6.0	7.7	1.3	0.5	6	5.13	2.16	1.19	0.97	1.36	0.62	42.11	23.2	18.91	26.51	12.09	150.0	0.04367338921834881	nan	nan	nan	nan	nan	nan
9419	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	775	20	8.0	10.3	1.7	0.38	6	3.3	1.73	1.04	0.69	0.98	0.48	52.42	31.52	20.91	29.7	14.55	150.0	0.04592472003619962	nan	nan	nan	nan	nan	nan
9420	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	775	10	7.0	2.0	1.0	0.75	2	11.04	3.84	1.71	2.13	5.18	2.05	34.78	15.49	19.29	46.92	18.57	150.0	0.05220895360159188	nan	nan	nan	nan	nan	nan
9421	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	775	15	10.5	3.0	1.5	0.5	2	8.87	2.75	1.41	1.34	3.23	1.29	31.0	15.9	15.11	36.41	14.54	150.0	0.055770406979071326	nan	nan	nan	nan	nan	nan
9422	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	775	20	14.0	4.0	2.0	0.38	2	4.47	2.26	1.31	0.95	1.96	0.89	50.56	29.31	21.25	43.85	19.91	150.0	0.060156037226533045	nan	nan	nan	nan	nan	nan
9423	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	775	10	7.0	2.3	0.8	0.75	3	7.91	2.54	1.39	1.15	3.47	1.35	32.11	17.57	14.54	43.87	17.07	150.0	0.034304198096974964	nan	nan	nan	nan	nan	nan
9424	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	775	15	10.5	3.4	1.1	0.5	3	3.47	1.78	1.08	0.7	1.56	0.89	51.3	31.12	20.17	44.96	25.65	150.0	0.03592065075398574	nan	nan	nan	nan	nan	nan
9425	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	775	20	14.0	4.5	1.5	0.38	3	3.0	1.59	1.1	0.49	1.19	0.67	53.0	36.67	16.33	39.67	22.33	150.0	0.04217831862420329	nan	nan	nan	nan	nan	nan
9426	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	775	10	7.0	2.4	0.6	0.75	4	3.79	1.99	0.97	1.02	2.55	1.15	52.51	25.59	26.91	67.28	30.34	150.0	0.026800895609337214	nan	nan	nan	nan	nan	nan
9427	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	775	15	10.5	3.6	0.9	0.5	4	5.46	1.2	0.76	0.44	1.52	0.71	21.98	13.92	8.06	27.84	13.0	150.0	0.024145162468538497	nan	nan	nan	nan	nan	nan
9428	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	775	20	14.0	4.8	1.2	0.38	4	3.46	1.02	0.73	0.29	1.66	0.52	29.48	21.1	8.38	47.98	15.03	150.0	0.02697993806408251	nan	nan	nan	nan	nan	nan
9429	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	775	10	7.0	2.6	0.4	0.75	6	3.79	1.26	0.85	0.41	2.08	0.91	33.25	22.43	10.82	54.88	24.01	150.0	0.01690673754316598	nan	nan	nan	nan	nan	nan
9430	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	775	15	10.5	3.9	0.6	0.5	6	3.25	0.98	0.64	0.34	1.03	0.64	30.15	19.69	10.46	31.69	19.69	150.0	0.01969667210962881	nan	nan	nan	nan	nan	nan
9431	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	775	20	14.0	5.1	0.9	0.38	6	2.15	0.81	0.64	0.17	0.87	0.46	37.67	29.77	7.91	40.47	21.4	150.0	0.021402587447865766	nan	nan	nan	nan	nan	nan
9432	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	750	10	1.5	5.7	2.8	0.75	2	31.32	4.09	1.97	2.12	19.06	6.17	13.06	6.29	6.77	60.86	19.7	150.0	0.05567991233097553	nan	nan	nan	nan	nan	nan
9433	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	750	15	2.3	8.5	4.3	0.5	2	26.08	7.37	2.33	5.04	13.78	4.52	28.26	8.93	19.33	52.84	17.33	150.0	0.15311424544431043	nan	nan	nan	nan	nan	nan
9434	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	750	20	3.0	11.3	5.7	0.38	2	20.97	6.92	2.26	4.66	9.84	2.4	33.0	10.78	22.22	46.92	11.44	150.0	0.18871275672105375	nan	nan	nan	nan	nan	nan
9435	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	750	10	1.5	6.4	2.1	0.75	3	18.47	5.88	1.97	3.91	7.77	2.8	31.84	10.67	21.17	42.07	15.16	150.0	0.08079949617190613	nan	nan	nan	nan	nan	nan
9436	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	750	15	2.3	9.6	3.2	0.5	3	10.98	5.28	2.0	3.28	5.08	1.3	48.09	18.21	29.87	46.27	11.84	150.0	0.10849002970479155	nan	nan	nan	nan	nan	nan
9437	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	750	20	3.0	12.8	4.3	0.38	3	7.7	4.15	1.85	2.3	3.47	0.74	53.9	24.03	29.87	45.06	9.61	150.0	0.11154135920115223	nan	nan	nan	nan	nan	nan
9438	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	750	10	1.5	6.8	1.7	0.75	4	10.58	4.55	1.76	2.79	4.22	1.36	43.01	16.64	26.37	39.89	12.85	150.0	0.06209018108844631	nan	nan	nan	nan	nan	nan
9439	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	750	15	2.3	10.2	2.6	0.5	4	4.85	3.43	1.6	1.83	2.58	0.69	70.72	32.99	37.73	53.2	14.23	150.0	0.06980410401852975	nan	nan	nan	nan	nan	nan
9440	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	750	20	3.0	13.6	3.4	0.38	4	5.7	2.71	1.46	1.25	1.82	0.51	47.54	25.61	21.93	31.93	8.95	150.0	0.07229993947567129	nan	nan	nan	nan	nan	nan
9441	Al2O3	n.a.	0	n.a.	0	n.a.	0	Al2O3	2	0.0	0.0	0	0	0	750	10	1.5	7.3	1.2	0.75	6	5.37	2.72	1.3	1.42	1.89	0.7	50.65	24.21	26.44	35.2	13.04	150.0	0.03676902369364599	nan	nan	nan	nan	nan	nan
